restaurant_visits,restaurant_spend_usd,bar_lounge_visits,spa_treatments_count,spa_spend_usd,gym_checkins_count,pool_beach_visits_count,activity_bookings_count,kids_club_sessions,tour_bookings_count,business_center_hours,concierge_requests_count,transport_requests_count,laundry_requests_count,service_complaint_count,total_dining_spend,total_wellness_usage,total_business_services,family_activity_score,guest_cluster
3,144.49,3,0,0.0,0,0,8,0,3,0.0,9,2,0,1,234.04000000000002,0,11.0,11,5
6,600.19,0,1,143.21,0,3,1,8,3,1.6,1,1,0,1,729.9200000000001,4,3.6,12,1
0,0.0,2,0,0.0,0,0,1,0,1,5.0,1,1,0,1,65.01,0,7.0,2,3
2,189.44,2,5,674.65,2,3,1,0,0,0.0,1,0,0,0,189.44,10,1.0,1,2
6,509.16,7,0,0.0,2,1,1,0,0,0.0,1,0,0,1,614.95,3,1.0,1,0
6,416.51,1,0,0.0,0,6,1,4,2,0.0,3,1,0,0,510.74,6,4.0,7,1
1,58.52,2,0,0.0,0,1,0,0,0,5.6,2,2,1,1,162.45000000000002,1,10.6,0,3
7,591.58,5,0,0.0,1,0,0,0,0,0.0,0,2,1,0,776.98,1,3.0,0,0
10,374.93,3,3,474.6,1,1,0,0,1,0.0,2,0,1,0,606.64,5,3.0,1,0
0,0.0,1,0,0.0,0,0,0,0,1,0.5,0,1,3,0,67.12,0,4.5,1,4
1,73.72,1,0,0.0,0,0,0,0,0,0.0,1,0,0,0,73.72,0,1.0,0,4
6,500.15,1,0,0.0,2,0,6,8,2,0.0,0,2,2,1,569.92,2,4.0,16,1
8,604.27,5,0,0.0,0,0,0,0,1,0.0,1,0,1,0,604.27,0,2.0,1,0
1,121.52,1,0,0.0,1,1,0,0,0,2.3,4,3,0,1,370.19,2,9.3,0,3
3,196.02,2,2,198.17,1,0,0,0,0,4.7,0,0,1,0,367.25,3,5.7,0,3
1,109.95,0,4,562.56,2,1,3,0,1,0.0,1,0,1,0,152.96,7,2.0,4,2
9,43.09,5,0,0.0,0,0,0,0,0,1.5,2,0,0,0,236.92000000000002,0,3.5,0,0
9,883.18,1,1,185.68,2,4,7,0,1,0.0,2,1,2,0,1155.12,7,5.0,8,0
2,167.22,1,1,182.12,3,3,5,0,6,2.0,7,3,1,1,391.71000000000004,7,13.0,11,5
2,119.28,1,0,0.0,1,2,4,0,5,0.0,4,0,1,1,119.28,3,5.0,9,5
4,263.52,1,1,194.63,1,2,5,0,3,0.0,9,1,1,0,263.52,4,11.0,8,5
9,779.12,3,0,0.0,0,1,0,0,0,0.0,1,0,1,0,948.74,1,2.0,0,0
6,705.13,2,2,445.9,0,2,1,0,2,0.0,2,0,1,0,803.97,4,3.0,3,0
1,74.03,1,0,0.0,3,3,1,0,5,0.0,8,4,2,0,170.1,6,14.0,6,5
8,552.16,5,0,0.0,0,0,1,0,1,0.0,0,0,0,0,699.31,0,0.0,2,0
6,468.87,7,0,0.0,2,1,1,0,0,0.0,2,0,0,0,598.33,3,2.0,1,0
8,507.61,0,1,173.64,2,5,4,0,0,0.0,0,1,0,0,601.32,8,1.0,4,2
0,0.0,0,0,0.0,0,0,0,0,1,0.0,0,1,0,0,0.0,0,1.0,1,4
12,830.94,4,3,335.84,0,3,2,0,0,0.0,0,0,0,0,830.94,6,0.0,2,0
2,136.94,0,0,0.0,1,2,2,1,0,0.0,1,1,1,0,278.38,3,3.0,3,4
7,56.67,3,0,0.0,0,0,1,0,0,0.0,2,2,0,2,175.01,0,4.0,1,4
1,52.35,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,102.84,0,0.0,0,4
5,513.52,0,1,166.61,0,2,7,0,2,0.0,2,2,1,0,513.52,3,5.0,9,5
4,122.05,0,0,0.0,0,0,0,0,0,0.0,2,1,0,4,122.05,0,3.0,0,4
7,563.88,0,5,666.14,2,6,2,0,0,0.0,2,1,2,0,563.88,13,5.0,2,2
0,0.0,1,0,0.0,1,0,0,0,0,2.8,1,0,0,0,0.0,1,3.8,0,4
2,165.91,2,0,0.0,1,2,3,0,2,0.0,3,0,0,0,165.91,3,3.0,5,5
3,237.25,4,2,418.71,0,3,1,0,0,0.0,1,0,1,0,552.9,5,2.0,1,0
0,0.0,0,0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0.0,1,4
5,285.95,0,0,0.0,0,4,4,6,2,0.0,3,2,1,0,285.95,4,6.0,12,1
1,71.01,1,0,0.0,0,0,0,0,0,0.0,1,0,1,2,171.04000000000002,0,2.0,0,4
6,572.09,1,0,0.0,0,3,3,0,0,0.0,1,0,1,1,656.57,3,2.0,3,0
7,529.82,2,1,132.13,3,0,1,0,1,0.0,2,0,3,0,641.0500000000001,4,5.0,2,0
3,259.19,3,1,94.09,3,1,1,0,3,0.0,3,2,1,0,259.19,5,6.0,4,5
6,305.42,7,0,0.0,0,0,0,0,0,0.0,1,0,1,0,516.5,0,2.0,0,0
6,302.77,1,2,283.93,2,0,2,12,2,0.0,0,2,0,0,366.90999999999997,4,2.0,16,1
3,357.05,2,6,868.95,3,2,2,0,0,0.0,4,0,2,0,469.56,11,6.0,2,2
1,75.72,2,0,0.0,0,0,1,0,0,2.2,3,0,3,0,273.3,0,8.2,1,3
0,0.0,0,0,0.0,2,0,0,0,0,0.8,1,1,1,1,66.24,2,3.8,0,4
2,224.75,0,0,0.0,4,4,1,0,0,0.0,2,0,0,0,401.1,8,2.0,1,2
7,543.0,4,7,931.57,1,4,4,0,0,0.0,1,0,1,0,543.0,12,2.0,4,2
0,0.0,0,0,0.0,1,0,0,0,0,0.0,1,0,0,1,0.0,1,1.0,0,4
4,312.59,0,0,0.0,0,1,5,3,2,1.2,3,2,3,0,370.07,1,9.2,10,5
4,451.73,1,8,1399.83,3,1,1,0,0,0.0,0,1,1,0,558.2,12,2.0,1,2
3,253.8,0,3,447.75,3,1,1,0,2,0.0,0,1,0,0,303.83000000000004,7,1.0,3,2
0,0.0,2,0,0.0,1,0,0,0,0,4.8,1,4,1,0,200.68,1,10.8,0,3
4,395.34,2,5,835.06,1,1,3,0,1,0.0,3,0,0,0,488.59,7,3.0,4,2
6,527.46,2,3,699.15,2,5,2,0,1,0.0,3,0,1,0,527.46,10,4.0,3,2
5,386.62,0,2,251.93,0,3,3,3,2,0.0,2,2,0,0,479.16,5,4.0,8,1
2,80.85,0,0,0.0,0,3,3,6,3,0.0,0,2,0,0,250.85,3,2.0,12,1
10,714.17,4,1,231.28,1,0,0,0,1,0.0,2,0,2,1,921.6199999999999,2,4.0,1,0
2,115.88,1,0,0.0,1,0,0,0,0,2.2,1,6,3,0,205.72,1,12.2,0,3
2,65.23,3,0,0.0,2,0,0,0,0,4.8,2,1,1,0,197.54000000000002,2,8.8,0,3
1,82.21,1,0,0.0,3,0,0,0,0,0.0,1,1,0,1,162.36,3,2.0,0,4
5,473.89,0,1,219.55,5,4,3,0,2,0.0,0,1,0,0,473.89,10,1.0,5,2
0,0.0,0,0,0.0,0,0,1,0,0,0.0,1,0,0,0,60.45,0,1.0,1,4
1,80.3,0,0,0.0,1,1,0,0,1,2.6,1,3,2,0,340.24,2,8.6,1,3
1,73.28,1,0,0.0,2,4,5,0,6,0.0,1,1,0,0,138.15,6,2.0,11,5
3,252.12,4,3,393.1,0,5,5,0,2,0.0,2,1,0,0,325.3,8,3.0,7,5
8,376.81,1,0,0.0,0,1,4,6,0,0.0,2,3,0,0,464.21000000000004,1,5.0,10,1
2,283.14,0,0,0.0,0,0,2,0,4,0.0,3,2,0,0,339.69,0,5.0,6,5
2,132.99,1,0,0.0,5,0,3,0,3,0.0,3,1,1,0,189.48000000000002,5,5.0,6,5
1,73.63,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,73.63,0,0.0,0,4
0,0.0,0,2,380.83,2,0,1,0,3,3.6,4,0,0,0,112.45,4,7.6,4,5
5,330.08,0,0,0.0,0,6,3,4,0,0.0,4,1,1,2,490.87,6,6.0,7,1
1,76.21,1,1,88.88,2,3,2,0,2,1.0,3,2,0,0,155.81,6,6.0,4,5
5,695.63,2,0,0.0,2,0,0,7,0,0.0,3,2,0,0,767.24,2,5.0,7,1
5,559.89,0,6,1646.36,6,1,1,0,0,0.0,0,0,0,0,636.24,13,0.0,1,2
4,238.27,1,0,0.0,2,1,4,0,6,0.0,4,2,1,1,410.89,3,7.0,10,5
1,114.18,3,0,0.0,0,1,0,0,0,0.6,5,3,1,0,339.76,1,9.6,0,3
11,1104.6,0,1,181.04,0,3,4,3,1,0.0,2,2,0,0,1273.59,4,4.0,8,1
1,57.46,0,0,0.0,0,0,0,0,1,0.0,2,0,0,1,57.46,0,2.0,1,4
8,447.83,0,1,145.86,0,4,4,3,3,0.0,1,1,0,0,515.51,5,2.0,10,1
0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,0,1,0,76.53,0,2.0,0,4
1,105.41,0,0,0.0,0,0,0,0,1,0.0,0,0,0,1,105.41,0,0.0,1,4
9,753.54,4,0,0.0,1,0,0,0,2,0.0,3,0,1,0,753.54,1,4.0,2,0
0,0.0,1,0,0.0,0,0,0,0,2,0.0,1,0,0,0,85.72,0,1.0,2,4
0,0.0,2,0,0.0,1,0,7,0,5,0.0,2,4,0,0,64.47,1,6.0,12,5
4,335.37,2,2,307.06,0,4,2,0,2,0.0,2,0,3,0,463.21000000000004,6,5.0,4,2
0,0.0,2,0,0.0,0,0,0,0,1,0.0,0,0,0,0,100.05,0,0.0,1,4
8,1007.47,1,0,0.0,0,1,2,5,3,0.0,2,0,0,1,1258.24,1,2.0,10,1
5,503.35,1,4,668.06,4,0,1,0,0,0.0,2,1,0,0,567.77,8,3.0,1,2
0,0.0,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,75.03,1,2.0,0,4
4,290.43,5,1,142.02,1,3,5,0,1,0.0,6,2,0,0,290.43,5,8.0,6,5
2,195.23,2,0,0.0,0,3,6,0,1,0.0,6,1,0,0,195.23,3,7.0,7,5
10,632.85,0,0,0.0,0,10,3,0,1,0.9,0,0,0,0,689.1800000000001,10,0.9,4,1
4,313.61,1,0,0.0,1,1,3,0,0,0.0,1,1,0,0,400.88,2,2.0,3,4
2,134.78,0,0,0.0,0,1,3,0,4,0.0,2,2,1,0,134.78,1,5.0,7,5
8,732.76,6,0,0.0,0,0,0,0,1,0.0,0,1,2,0,732.76,0,3.0,1,0
6,171.31,1,3,275.97,2,4,4,0,0,0.0,4,0,2,0,410.86,9,6.0,4,2
1,89.7,3,0,0.0,2,0,0,0,0,3.0,3,2,1,0,135.35,2,9.0,0,3
4,399.74,2,0,0.0,4,1,4,0,2,0.0,4,0,1,0,399.74,5,5.0,6,5
2,242.5,0,0,0.0,1,3,4,0,3,0.0,2,4,0,0,242.5,4,6.0,7,5
2,171.82,0,6,614.55,2,4,0,0,2,0.0,0,1,1,0,215.48,12,2.0,2,2
0,0.0,0,0,0.0,0,1,0,0,1,0.0,0,2,1,0,0.0,1,3.0,1,4
5,535.8,2,0,0.0,2,4,5,0,6,0.0,5,3,3,0,601.8299999999999,6,11.0,11,5
7,397.37,0,0,0.0,0,3,1,4,2,0.0,4,0,1,0,397.37,3,5.0,7,1
5,427.84,0,0,0.0,0,3,1,0,2,0.0,2,0,0,0,427.84,3,2.0,3,0
7,856.23,1,1,188.58,3,8,0,0,1,0.0,1,0,0,0,979.48,12,1.0,1,2
2,193.77,0,0,0.0,2,0,1,0,0,1.8,3,2,3,1,347.65,2,9.8,1,3
1,63.9,1,0,0.0,0,0,0,0,0,0.0,1,0,0,0,63.9,0,1.0,0,4
5,295.96,0,2,295.73,1,4,4,0,2,0.0,3,1,1,0,295.96,7,5.0,6,5
3,146.68,4,1,175.42,0,0,1,0,0,0.0,1,1,0,0,533.74,1,2.0,1,0
4,402.18,1,4,745.93,3,2,1,0,4,0.0,1,0,0,0,505.3,9,1.0,5,2
6,622.3,1,2,360.65,2,4,4,0,0,0.0,0,0,0,0,783.3199999999999,8,0.0,4,2
7,619.39,3,2,285.06,1,2,1,0,0,0.0,6,0,2,0,785.23,5,8.0,1,0
3,207.63,0,2,195.66,2,1,0,0,0,0.0,1,0,0,0,290.67,5,1.0,0,4
11,1529.49,4,1,179.83,0,0,0,0,0,0.0,0,0,2,0,1863.08,1,2.0,0,0
3,244.29,1,2,374.09,3,3,3,0,1,0.0,2,3,1,1,244.29,8,6.0,4,2
1,59.04,0,0,0.0,0,1,0,0,0,0.0,1,1,1,0,59.04,1,3.0,0,4
5,412.41,0,1,212.62,1,4,4,5,2,0.0,1,0,0,1,467.12,6,1.0,11,1
5,579.44,0,1,226.52,1,2,3,5,1,0.0,7,1,0,0,752.0300000000001,4,8.0,9,1
8,990.07,0,0,0.0,1,0,1,0,0,0.0,1,2,0,0,990.07,1,3.0,1,0
2,144.0,0,0,0.0,0,0,3,0,1,0.2,3,4,5,2,238.99,0,12.2,4,3
5,202.56,8,0,0.0,0,0,0,0,1,0.0,2,1,2,0,398.82,0,5.0,1,0
1,87.19,1,0,0.0,2,0,0,0,2,0.0,4,1,0,0,87.19,2,5.0,2,4
6,433.28,0,0,0.0,0,1,6,0,2,0.0,0,0,0,1,512.18,1,0.0,8,1
2,246.65,2,4,1010.63,5,4,1,0,2,0.0,0,0,2,0,325.88,13,2.0,3,2
4,378.7,2,0,0.0,2,1,4,0,7,3.2,2,3,0,0,514.89,3,8.2,11,5
7,273.06,9,1,59.31,0,0,0,0,0,0.0,1,0,1,0,362.72,1,2.0,0,0
0,0.0,1,0,0.0,0,0,1,0,0,0.0,1,2,0,0,0.0,0,3.0,1,4
6,269.64,10,0,0.0,2,0,0,0,1,0.0,1,1,0,0,322.39,2,2.0,1,0
5,137.62,1,6,670.27,3,2,0,0,0,0.0,4,0,0,0,232.95,11,4.0,0,2
6,410.56,0,0,0.0,0,1,4,3,0,4.3,3,2,3,0,487.73,1,12.3,7,3
0,0.0,1,0,0.0,1,0,0,0,0,1.7,1,3,0,0,78.69,1,5.7,0,4
1,40.69,1,0,0.0,0,0,0,0,0,0.0,1,0,0,1,40.69,0,1.0,0,4
2,103.29,0,0,0.0,2,1,2,0,1,0.0,1,0,0,0,300.48,3,1.0,3,4
4,285.18,0,0,0.0,3,4,2,0,6,0.0,1,3,1,0,285.18,7,5.0,8,5
3,355.9,1,3,474.93,1,2,2,0,1,0.0,1,1,0,0,584.77,6,2.0,3,2
6,612.39,1,1,212.19,0,4,5,4,1,7.4,2,0,0,0,699.0799999999999,5,9.4,10,1
5,365.48,1,0,0.0,0,4,2,2,3,0.0,0,4,0,1,453.3,4,4.0,7,1
6,438.19,1,0,0.0,1,2,4,0,2,0.0,8,1,2,0,522.81,3,11.0,6,5
3,179.31,0,0,0.0,0,0,1,2,1,0.0,2,0,0,0,223.98000000000002,0,2.0,4,4
0,0.0,1,0,0.0,2,0,0,0,0,4.8,2,1,1,0,111.14,2,8.8,0,3
2,125.26,0,5,582.98,2,6,2,0,0,0.0,3,0,2,1,209.61,13,5.0,2,2
5,345.12,6,0,0.0,1,1,1,0,0,0.0,1,0,0,1,398.45,2,1.0,1,0
1,95.47,1,1,64.99,1,4,3,0,5,0.0,4,0,1,0,95.47,6,5.0,8,5
8,450.41,7,0,0.0,1,0,0,0,1,0.0,0,1,0,0,841.12,1,1.0,1,0
3,216.18,3,0,0.0,1,5,8,0,2,0.0,4,2,0,1,280.39,6,6.0,10,5
0,0.0,1,0,0.0,2,0,2,0,0,0.0,1,1,0,3,0.0,2,2.0,2,4
6,390.82,1,0,0.0,0,2,2,9,1,0.0,1,0,0,0,525.21,2,1.0,12,1
3,201.89,2,0,0.0,2,4,3,0,3,0.0,4,1,1,0,201.89,6,6.0,6,5
6,611.73,2,1,105.77,0,2,1,0,1,0.0,0,1,0,0,776.52,3,1.0,2,0
7,805.89,0,1,233.95,1,5,0,0,0,0.0,3,1,1,0,925.65,7,5.0,0,0
0,0.0,2,0,0.0,3,3,1,0,3,0.0,4,0,0,0,116.33,6,4.0,4,5
8,876.28,2,2,386.67,0,1,2,0,3,0.0,0,1,1,0,1119.83,3,2.0,5,0
5,440.8,0,3,597.48,4,0,1,0,2,0.0,0,0,0,1,511.56,7,0.0,3,2
2,162.41,3,2,328.45,2,0,0,0,1,1.1,2,2,2,0,316.32,4,7.1,1,3
4,390.49,2,1,69.78,0,0,1,0,0,0.0,0,0,0,0,629.57,1,0.0,1,0
6,181.8,3,0,0.0,1,0,1,0,0,0.0,1,1,1,1,347.0,1,3.0,1,4
6,519.82,3,5,972.82,3,2,0,0,1,1.6,1,2,1,0,692.73,10,5.6,1,2
7,482.39,0,0,0.0,1,5,2,0,1,0.0,1,3,0,0,566.96,6,4.0,3,0
2,117.68,2,0,0.0,2,0,0,0,0,4.8,2,3,3,1,182.37,2,12.8,0,3
7,285.91,1,0,0.0,0,0,1,0,0,0.0,4,1,0,0,437.12,0,5.0,1,0
5,258.35,0,1,68.82,4,2,0,0,0,0.0,1,0,0,0,307.38,7,1.0,0,2
5,287.33,3,0,0.0,0,3,2,0,2,3.1,3,1,0,1,414.71999999999997,3,7.1,4,0
3,355.44,1,2,395.52,0,3,5,2,5,0.0,3,0,1,0,516.51,5,4.0,12,5
4,483.03,0,0,0.0,0,4,1,9,1,0.0,0,2,0,0,483.03,4,2.0,11,1
1,84.25,3,0,0.0,1,1,0,0,0,0.4,1,4,3,1,84.25,2,8.4,0,3
3,128.03,2,4,861.11,3,1,1,0,0,0.0,1,0,0,0,128.03,8,1.0,1,2
10,932.07,0,7,949.29,3,7,1,0,1,0.0,2,2,1,0,1078.6000000000001,17,5.0,2,2
5,225.69,3,3,179.24,4,2,1,0,1,0.0,1,0,0,0,392.45,9,1.0,2,2
2,141.93,0,1,187.82,0,2,3,5,4,0.0,1,2,1,3,199.79000000000002,3,4.0,12,1
5,355.24,0,0,0.0,0,2,4,6,1,0.0,1,0,0,1,419.15,2,1.0,11,1
0,0.0,0,0,0.0,1,0,0,0,1,3.3,1,1,5,0,86.52,1,10.3,1,3
6,583.6,5,6,1366.14,2,2,3,0,1,0.0,2,1,1,0,814.5,10,4.0,4,2
7,582.26,1,0,0.0,1,1,1,0,1,0.0,3,2,1,0,725.76,2,6.0,2,0
1,83.15,1,0,0.0,1,0,0,0,0,0.0,1,0,0,2,83.15,1,1.0,0,4
1,96.89,1,0,0.0,0,0,0,0,0,0.0,0,1,0,1,96.89,0,1.0,0,4
5,348.23,0,0,0.0,3,7,6,0,1,0.0,1,0,0,0,348.23,10,1.0,7,1
6,373.59,3,0,0.0,1,0,0,0,0,0.0,1,1,0,0,475.0,1,2.0,0,0
3,268.2,1,0,0.0,2,0,1,0,0,3.7,2,2,1,2,372.2,2,8.7,1,3
8,327.67,0,0,0.0,2,2,2,6,4,0.0,3,2,0,2,370.78000000000003,4,5.0,12,1
5,456.2,3,1,257.22,0,1,1,0,1,0.0,2,0,2,1,660.0799999999999,2,4.0,2,0
7,384.91,3,1,121.87,2,0,0,0,1,0.0,2,0,0,0,752.07,3,2.0,1,0
4,328.03,1,3,579.15,6,0,1,0,2,0.0,0,2,1,0,572.8399999999999,9,3.0,3,2
5,259.86,3,0,0.0,1,0,1,0,1,0.0,1,0,1,0,402.58000000000004,1,2.0,2,0
1,67.53,0,0,0.0,1,0,0,0,0,1.3,3,4,1,0,207.96,1,9.3,0,3
2,176.1,0,0,0.0,0,0,1,0,1,1.0,5,3,2,0,216.45999999999998,0,11.0,2,3
4,216.51,1,0,0.0,3,4,4,0,3,0.0,4,2,0,1,216.51,7,6.0,7,5
1,143.81,1,1,201.08,1,3,3,0,1,0.0,1,0,0,0,273.43,5,1.0,4,4
2,172.28,2,0,0.0,1,0,0,0,0,3.2,2,1,0,0,226.41,1,6.2,0,3
6,352.52,1,0,0.0,0,0,0,0,0,0.0,1,1,1,0,469.12,0,3.0,0,0
3,294.99,2,0,0.0,2,1,3,0,4,0.0,2,1,1,0,351.31,3,4.0,7,5
2,105.42,0,0,0.0,0,0,0,0,0,0.4,4,2,4,0,323.46,0,10.4,0,3
6,393.63,3,2,375.13,4,2,1,0,0,0.0,3,3,0,0,583.17,8,6.0,1,2
2,175.83,3,0,0.0,0,0,1,0,0,0.3,6,1,1,1,233.47000000000003,0,8.3,1,3
0,0.0,0,0,0.0,0,0,1,0,2,0.0,0,0,0,1,0.0,0,0.0,3,4
4,483.1,0,0,0.0,0,2,5,4,1,0.0,0,1,2,0,483.1,2,3.0,10,1
6,592.62,2,1,153.62,0,0,1,0,0,0.0,3,1,0,0,742.1800000000001,1,4.0,1,0
3,299.02,2,2,343.66,1,2,1,0,1,0.0,2,0,1,0,299.02,5,3.0,2,2
5,265.62,1,0,0.0,2,0,4,0,2,0.0,6,1,0,1,315.2,2,7.0,6,5
5,501.88,5,2,261.1,2,0,1,0,1,0.0,1,0,0,0,596.41,4,1.0,2,0
1,86.3,2,0,0.0,0,0,1,0,0,3.7,1,1,2,1,86.3,0,7.7,1,3
1,123.34,3,0,0.0,1,2,5,0,5,2.1,2,0,1,0,280.82,3,5.1,10,5
1,69.74,0,0,0.0,0,0,0,0,0,0.0,0,2,0,1,69.74,0,2.0,0,4
0,0.0,0,0,0.0,0,0,0,0,0,2.9,3,2,1,0,235.71,0,8.9,0,3
6,526.42,0,5,857.14,1,1,2,0,1,0.0,1,0,0,0,601.27,7,1.0,3,2
7,719.11,2,1,212.86,2,3,1,0,1,3.7,3,0,1,0,780.2,6,7.7,2,0
3,163.84,2,1,130.83,2,2,1,0,0,0.0,0,0,0,0,310.81,5,0.0,1,4
5,194.51,3,4,249.05,1,1,1,0,0,0.0,1,0,0,0,317.78999999999996,6,1.0,1,2
3,179.11,0,3,319.77,3,1,0,0,0,0.0,0,0,1,0,250.82,7,1.0,0,2
4,202.68,2,0,0.0,0,0,0,0,0,1.0,5,1,2,0,579.72,0,9.0,0,3
3,229.47,2,0,0.0,0,3,0,0,0,0.0,2,0,0,0,330.45,3,2.0,0,4
4,366.39,3,3,379.59,3,2,2,2,1,0.0,3,0,2,1,549.23,8,5.0,5,2
4,283.1,0,0,0.0,1,2,6,0,1,0.0,1,1,1,1,406.08000000000004,3,3.0,7,5
6,379.89,0,0,0.0,0,3,2,0,3,0.0,4,1,0,0,379.89,3,5.0,5,5
8,462.48,2,1,148.46,0,1,1,0,0,0.0,0,1,2,0,529.46,2,3.0,1,0
4,228.99,1,3,357.23,1,1,1,0,1,0.0,3,1,0,0,356.69,5,4.0,2,2
6,447.49,1,4,706.15,0,5,1,4,3,0.0,1,0,0,1,447.49,9,1.0,8,1
5,137.25,5,0,0.0,4,0,0,0,0,0.0,2,0,0,1,387.16999999999996,4,2.0,0,4
2,123.91,1,1,56.15,2,1,6,0,3,0.0,4,1,2,1,198.47,4,7.0,9,5
1,93.18,0,0,0.0,1,0,1,0,0,4.6,3,2,2,0,233.06,1,11.6,1,3
4,213.6,4,0,0.0,0,0,1,0,0,0.0,2,0,0,0,326.40999999999997,0,2.0,1,4
0,0.0,0,0,0.0,0,0,2,0,0,0.0,0,1,0,1,0.0,0,1.0,2,4
0,0.0,2,0,0.0,2,0,1,0,0,3.1,4,2,1,0,114.39,2,10.1,1,3
1,78.18,0,0,0.0,0,2,3,0,2,0.0,2,3,1,0,177.89,2,6.0,5,5
4,250.19,1,2,191.8,0,1,0,0,2,0.0,0,0,0,2,472.37,3,0.0,2,4
5,395.41,2,0,0.0,2,1,4,0,6,0.0,2,3,1,0,488.63,3,6.0,10,5
6,439.61,5,2,209.49,4,2,0,0,1,0.0,2,1,1,0,589.14,8,4.0,1,0
1,47.31,0,0,0.0,0,0,0,0,0,4.1,2,3,0,0,172.04000000000002,0,9.1,0,3
5,478.13,0,4,888.81,3,2,0,0,2,0.0,4,2,1,0,580.15,9,7.0,2,2
4,400.95,1,9,1606.83,1,3,0,1,0,0.0,0,1,1,1,453.26,13,2.0,1,2
6,556.84,2,1,213.91,5,2,1,0,0,0.0,1,2,1,0,556.84,8,4.0,1,2
2,99.8,0,0,0.0,0,0,0,0,3,0.0,0,1,0,0,178.62,0,1.0,3,4
6,398.71,0,4,516.15,2,5,0,0,0,0.0,0,0,0,0,398.71,11,0.0,0,2
3,158.05,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,158.05,0,0.0,0,4
3,326.69,2,1,264.82,1,1,4,0,6,0.0,8,2,0,0,442.76,3,10.0,10,5
0,0.0,1,0,0.0,2,0,1,0,1,0.0,1,0,0,1,61.05,2,1.0,2,4
2,152.02,0,0,0.0,2,1,2,0,3,0.0,5,2,0,1,237.48000000000002,3,7.0,5,5
3,226.37,2,0,0.0,2,1,1,0,5,0.0,2,2,1,0,226.37,3,5.0,6,5
2,82.14,0,0,0.0,1,0,3,0,4,0.0,2,1,1,0,208.61,1,4.0,7,5
8,359.12,6,0,0.0,0,0,0,0,0,0.0,2,2,0,0,632.8,0,4.0,0,0
5,379.56,1,2,370.89,2,5,4,0,2,2.3,2,1,2,0,593.74,9,7.3,6,2
2,120.38,0,0,0.0,2,3,4,0,8,0.0,2,2,0,2,120.38,5,4.0,12,5
1,68.42,1,0,0.0,1,0,0,0,0,0.0,0,4,1,2,149.32999999999998,1,5.0,0,4
1,71.14,2,0,0.0,2,0,0,0,0,0.8,3,4,2,1,136.76999999999998,2,9.8,0,3
4,264.95,3,2,182.01,1,4,1,0,2,0.0,1,0,1,0,708.8299999999999,7,2.0,3,0
7,500.61,0,3,475.71,4,5,1,0,3,0.0,4,1,0,0,675.02,12,5.0,4,2
7,523.97,0,5,481.41,2,3,1,0,0,2.6,2,0,0,0,639.9000000000001,10,4.6,1,2
1,44.16,1,0,0.0,0,0,0,0,1,0.7,1,1,1,0,229.51,0,3.7,1,4
5,421.35,2,1,207.54,3,1,4,0,0,0.0,2,0,2,0,551.59,5,4.0,4,0
1,79.05,0,0,0.0,2,0,0,0,1,3.9,3,2,2,0,142.57,2,10.9,1,3
4,374.93,0,0,0.0,0,3,2,0,0,4.3,4,0,1,1,456.48,3,9.3,2,3
7,732.8,2,0,0.0,0,5,1,5,3,0.0,2,0,1,0,888.14,5,3.0,9,1
0,0.0,1,0,0.0,0,1,0,0,0,0.0,0,0,0,2,0.0,1,0.0,0,4
10,816.05,2,0,0.0,3,0,6,0,4,0.0,5,2,0,0,816.05,3,7.0,10,5
2,87.16,5,3,362.3,2,0,0,0,2,0.0,3,0,2,1,317.88,5,5.0,2,4
5,159.0,7,0,0.0,1,0,0,0,2,0.0,2,1,0,0,313.1,1,3.0,2,0
3,360.63,1,0,0.0,2,1,2,0,0,0.0,4,3,0,0,427.4,3,7.0,2,5
3,237.16,6,1,133.18,1,1,4,0,1,0.0,0,0,0,0,383.02,3,0.0,5,0
5,541.94,4,0,0.0,0,1,1,1,0,0.0,0,1,0,1,893.3500000000001,1,1.0,2,0
1,102.23,0,0,0.0,1,0,0,0,0,4.0,1,4,4,0,189.05,1,13.0,0,3
6,219.31,1,0,0.0,2,3,0,8,0,0.0,6,0,0,0,349.08000000000004,5,6.0,8,1
5,504.78,0,2,212.78,0,4,3,0,1,0.0,3,0,1,0,565.9,6,4.0,4,1
6,287.12,4,0,0.0,0,0,2,0,0,0.0,0,1,0,0,419.15,0,1.0,2,0
9,173.39,4,0,0.0,2,0,1,0,0,0.0,1,0,0,0,330.35,2,1.0,1,0
7,614.63,0,0,0.0,1,0,2,2,0,0.0,2,2,0,0,701.23,1,4.0,4,0
1,79.48,0,0,0.0,1,0,0,0,0,1.4,3,1,2,1,176.57999999999998,1,7.4,0,3
1,66.92,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,66.92,1,0.0,0,4
5,292.21,0,0,0.0,0,2,1,0,1,0.0,1,2,0,0,292.21,2,3.0,2,4
4,281.4,4,0,0.0,1,2,1,0,1,0.0,3,1,2,0,281.4,3,6.0,2,0
